,Firmenname,Grüner Strom,OK Power,Ökotest,EcoTopTen,Utopia,Stromauskunft echter Oekostrom,Firmenanschrift_x,PLZ_x,Firmenort_x,Telefon,Website,Verfügbarkeit,Firmenanschrift_y,PLZ_y,Firmenort_y,Stromauskunft,Verivox
929,Gemeindewerke Bayerisch Gmain,,,,,,,,,,,,,,,,,True
930,Gemeindewerke Brüggen GmbH,,,,,,,,,,,,,,,,,True
931,Gemeindewerke Cadolzburg,,,,,,,,,,,,,,,,,True
932,Gemeindewerke Dudenhofen,,,,,,,,,,,,,,,,,True
933,Gemeindewerke Ebersdorf,,,,,,,,,,,,,,,,,True
934,Gemeindewerke Eppelborn GmbH & Co. KG,,,,,,,,,,,,,,,,,True
935,Gemeindewerke Everswinkel GmbH,,,,,,,,,,,,,,,,,True
936,Gemeindewerke Gangkofen,,,,,,,,,,,,,,,,,True
937,Gemeindewerke Grefrath GmbH,,,,,,,,,,,,,,,,,True
938,Gemeindewerke Heusweiler GmbH,,,,,,,,,,,,,,,,,True
939,Gemeindewerke Hütschenhausen c/o Stadtwerke Ramstein-Miesenbach,,,,,,,,,,,,,,,,,True
940,Gemeindewerke Kahl Versorgungsgesellschaft mbH,,,,,,,,,,,,,,,,,True
941,Gemeindewerke Kirkel GmbH,,,,,,,,,,,,,,,,,True
942,Gemeindewerke Kleinblittersdorf GmbH & Co. KG,,,,,,,,,,,,,,,,,True
943,Gemeindewerke Krauchenwies,,,,,,,,,,,,,,,,,True
944,Gemeindewerke Lam,,,,,,,,,,,,,,,,,True
945,Gemeindewerke Malente,,,,,,,,,,,,,,,,,True
946,Gemeindewerke Markt Stockstadt am Main,,,,,,,,,,,,,,,,,True
947,Gemeindewerke Münchweiler AöR,,,,,,,,,,,,,,,,,True
948,Gemeindewerke Ruppichteroth,,,,,,,,,,,,,,,,,True
949,Gemeindewerke St. Michel-Energie GmbH,,,,,,,,,,,,,,,,,True
950,Gemeindewerke Thüngen,,,,,,,,,,,,,,,,,True
951,Gemeindewerke Wickede (Ruhr) GmbH,,,,,,,,,,,,,,,,,True
952,Gemeindewerke Wilhermsdorf,,,,,,,,,,,,,,,,,True
953,GEO Gesellschaft für Energieversorgung Ostalb mbH,,,,,,,,,,,,,,,,,True
954,Getreidemühle Zwiefalten e.G.,,,,,,,,,,,,,,,,,True
955,goldgas GmbH,,,,,,,,,,,,,,,,,True
956,Grüner Funke - eine Marke der Fuxx-Die Sparenergie GmbH,,,,,,,,,,,,,,,,,True
957,grünES GmbH,,,,,,,,,,,,,,,,,True
958,Grünwelt Wärmestrom GmbH,,,,,,,,,,,,,,,,,True
959,Gut & Grün - eine Marke der Stadtwerke Bochum GmbH,,,,,,,,,,,,,,,,,True
960,Halberstadtwerke GmbH,,,,,,,,,,,,,,,,,True
961,Heldenstrom - eine Marke der 24/7 Energie & Kommunikation GmbH,,,,,,,,,,,,,,,,,True
962,Hermann Geuder Elektrizitätswerk,,,,,,,,,,,,,,,,,True
963,Hertener Stadtwerke GmbH,,,,,,,,,,,,,,,,,True
964,hev Hohenloher Energie Versorgung GmbH,,,,,,,,,,,,,,,,,True
965,HochsauerlandEnergie GmbH,,,,,,,,,,,,,,,,,True
966,Hoyer Strom und Erdgas GmbH,,,,,,,,,,,,,,,,,True
967,idealenergie - eine Marke der 365 AG,,,,,,,,,,,,,,,,,True
968,illwerke vkw AG,,,,,,,,,,,,,,,,,True
969,immergrün! Energie - eine Marke der 365 AG,,,,,,,,,,,,,,,,,True
970,In(n) Energie GmbH,,,,,,,,,,,,,,,,,True
971,INNergie - eine Marke der Stadtwerke Rosenheim Versorgungs GmbH,,,,,,,,,,,,,,,,,True
972,INNERSTE ENERGIE - eine Marke der WEVG Salzgitter GmbH & Co. KG,,,,,,,,,,,,,,,,,True
973,innogy Direkt GmbH,,,,,,,,,,,,,,,,,True
974,innogy SE,,,,,,,,,,,,,,,,,True
975,KEEP - Kommunale Eisenberger Energiepartner GmbH,,,,,,,,,,,,,,,,,True
976,KESLAR GmbH,,,,,,,,,,,,,,,,,True
977,KEW Karwendel Energie & Wasser GmbH,,,,,,,,,,,,,,,,,True
978,KEW Kommunale Energie- und Wasserversorgung AG,,,,,,,,,,,,,,,,,True
979,Knauber Strom - eine Marke der Knauber Erdgas GmbH,,,,,,,,,,,,,,,,,True
980,Kreiswerke Main-Kinzig GmbH,,,,,,,,,,,,,,,,,True
981,Kröger Management GmbH & Co. Windpark Francop KG - in Kooperation mit der enyway GmbH,,,,,,,,,,,,,,,,,True
982,LE Energy Solutions GmbH,,,,,,,,,,,,,,,,,True
983,Lechwerke AG,,,,,,,,,,,,,,,,,True
984,Leu Energie GmbH & Co. KG,,,,,,,,,,,,,,,,,True
985,Licht- und Kraftwerke Sonneberg GmbH,,,,,,,,,,,,,,,,,True
986,LUDVIKK - eine Marke von TWL Energie Deutschland GmbH,,,,,,,,,,,,,,,,,True
987,LÜNESTROM - eine Marke der FIRSTCON GmbH,,,,,,,,,,,,,,,,,True
988,medl GmbH,,,,,,,,,,,,,,,,,True
989,meinheizstrom.de - eine Marke der E.VITA GmbH,,,,,,,,,,,,,,,,,True
990,NatürlichEnergie EMH GmbH,,,,,,,,,,,,,,,,,True
991,N-ERGIE Aktiengesellschaft,,,,,,,,,,,,,,,,,True
992,Nord Stadtwerke GmbH,,,,,,,,,,,,,,,,,True
993,normenergie - eine Marke der GFM Gesellschaft für Messdienstleistungen mbH,,,,,,,,,,,,,,,,,True
994,nvb Nordhorner Versorgungsbetriebe GmbH,,,,,,,,,,,,,,,,,True
995,Ohra Energie GmbH,,,,,,,,,,,,,,,,,True
996,OIE AG,,,,,,,,,,,,,,,,,True
997,ORIGINAL ENERGIE - eine Marke der Stadtwerke Oranienburg GmbH,,,,,,,,,,,,,,,,,True
998,OrtenauEnergie - eine Marke des E-Werk Mittelbaden,,,,,,,,,,,,,,,,,True
999,Osterland Energie - eine Marke der Energie- und Wasserversorgung Altenburg GmbH,,,,,,,,,,,,,,,,,True
1000,ourPOWER - eine Marke der infra fürth gmbh,,,,,,,,,,,,,,,,,True
1001,PaderEnergy - eine Marke der LSW Energie GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1002,PassatEnergie GmbH,,,,,,,,,,,,,,,,,True
1003,phönixstrom von der PCS GmbH in Kooperation mit der Energiegenossenschaft Rhein-Ruhr eG,,,,,,,,,,,,,,,,,True
1004,priostrom - eine Marke der ExtraEnergie GmbH,,,,,,,,,,,,,,,,,True
1005,PRO vitaenergie - eine Marke der KEW Kommunale Energie- und Wasserversorgung AG,,,,,,,,,,,,,,,,,True
1006,proefa GmbH,,,,,,,,,,,,,,,,,True
1007,PVU Prignitzer Energie- und Wasserversorgungsunternehmen GmbH,,,,,,,,,,,,,,,,,True
1008,Queichtal Energie Offenbach GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1009,R(H)EINPOWER - eine Marke der Stadtwerke Duisburg AG,,,,,,,,,,,,,,,,,True
1010,Regionale EnergieWerke GmbH,,,,,,,,,,,,,,,,,True
1011,Regionalwerk Würmtal GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1012,RELAX-STROM - eine Marke der optimization engineers GmbH,,,,,,,,,,,,,,,,,True
1013,Renergiewerke Buttenwiesen GmbH,,,,,,,,,,,,,,,,,True
1014,RevierKraft - eine Marke der Energieversorgung Oberhausen AG,,,,,,,,,,,,,,,,,True
1015,Rödl GmbH,,,,,,,,,,,,,,,,,True
1016,ROTHSTROM - eine Marke der Adolf ROTH GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1017,RUCK ZUCK Energie - eine Marke Energieversorgung Pirna GmbH,,,,,,,,,,,,,,,,,True
1018,Rupert Buchauer E-Werk & Elektrotechnik,,,,,,,,,,,,,,,,,True
1019,Saergas GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1020,Schtrom - eine Marke der Elektrizitätswerke Schönau Vertriebs GmbH,,,,,,,,,,,,,,,,,True
1021,schwarzwald energy GmbH,,,,,,,,,,,,,,,,,True
1022,SEW Stromversorgungs-GmbH,,,,,,,,,,,,,,,,,True
1023,Shell PrivatEnergie GmbH,,,,,,,,,,,,,,,,,True
1024,Silphienergie GmbH,,,,,,,,,,,,,,,,,True
1025,SimplyGreen von ENTEGA Energie GmbH,,,,,,,,,,,,,,,,,True
1026,Sömmerdaer Energieversorgung GmbH,,,,,,,,,,,,,,,,,True
1027,Spätzle Strom - ein Marke der EHINGER ENERGIE Stromvertrieb GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1028,SpreeGas Gesellschaft für Gasversorgung und Energiedienstleistung mbH,,,,,,,,,,,,,,,,,True
1029,SSW - Stadtwerke St. Wendel GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1030,Städtische Werke Borna GmbH,,,,,,,,,,,,,,,,,True
1031,Stadtwerk Rheda-Wiedenbrück GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1032,Stadtwerk Verl GmbH,,,,,,,,,,,,,,,,,True
1033,Stadtwerke Ahaus GmbH,,,,,,,,,,,,,,,,,True
1034,Stadtwerke Ahlen GmbH,,,,,,,,,,,,,,,,,True
1035,Stadtwerke Amberg Versorgungs GmbH,,,,,,,,,,,,,,,,,True
1036,Stadtwerke Annaberg-Buchholz Energie AG,,,,,,,,,,,,,,,,,True
1037,Stadtwerke Aue - Bad Schlema GmbH,,,,,,,,,,,,,,,,,True
1038,Stadtwerke Aurich GmbH,,,,,,,,,,,,,,,,,True
1039,Stadtwerke Bad Belzig GmbH,,,,,,,,,,,,,,,,,True
1040,Stadtwerke Bad Bergzabern GmbH,,,,,,,,,,,,,,,,,True
1041,Stadtwerke Bad Harzburg GmbH,,,,,,,,,,,,,,,,,True
1042,Stadtwerke Bad Rodach,,,,,,,,,,,,,,,,,True
1043,Stadtwerke Baden-Baden,,,,,,,,,,,,,,,,,True
1044,Stadtwerke Balve GmbH Vertriebs- und Servicegesellschaft,,,,,,,,,,,,,,,,,True
1045,Stadtwerke Barsinghausen GmbH,,,,,,,,,,,,,,,,,True
1046,Stadtwerke Bernburg GmbH,,,,,,,,,,,,,,,,,True
1047,Stadtwerke Bitterfeld-Wolfen GmbH,,,,,,,,,,,,,,,,,True
1048,Stadtwerke Böhmetal GmbH,,,,,,,,,,,,,,,,,True
1049,Stadtwerke Borken/Westfalen GmbH,,,,,,,,,,,,,,,,,True
1050,Stadtwerke Bramsche GmbH,,,,,,,,,,,,,,,,,True
1051,Stadtwerke Brilon Energie GmbH,,,,,,,,,,,,,,,,,True
1052,Stadtwerke Burgbernheim,,,,,,,,,,,,,,,,,True
1053,Stadtwerke Cham GmbH,,,,,,,,,,,,,,,,,True
1054,Stadtwerke Coesfeld GmbH,,,,,,,,,,,,,,,,,True
1055,Stadtwerke Delitzsch GmbH,,,,,,,,,,,,,,,,,True
1056,Stadtwerke Delmenhorst GmbH,,,,,,,,,,,,,,,,,True
1057,Stadtwerke Diez GmbH,,,,,,,,,,,,,,,,,True
1058,Stadtwerke Dillingen/Saar GmbH,,,,,,,,,,,,,,,,,True
1059,Stadtwerke Dingolfing GmbH,,,,,,,,,,,,,,,,,True
1060,Stadtwerke Dinkelsbühl,,,,,,,,,,,,,,,,,True
1061,Stadtwerke Dorfen GmbH,,,,,,,,,,,,,,,,,True
1062,Stadtwerke Dreieich GmbH,,,,,,,,,,,,,,,,,True
1063,Stadtwerke Dülmen GmbH,,,,,,,,,,,,,,,,,True
1064,Stadtwerke Eberbach,,,,,,,,,,,,,,,,,True
1065,Stadtwerke Eichstätt Versorgungs-GmbH,,,,,,,,,,,,,,,,,True
1066,Stadtwerke Eilenburg GmbH,,,,,,,,,,,,,,,,,True
1067,Stadtwerke Eisenhüttenstadt GmbH,,,,,,,,,,,,,,,,,True
1068,Stadtwerke Eppingen GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1069,Stadtwerke Forst GmbH,,,,,,,,,,,,,,,,,True
1070,Stadtwerke Friedrichsthal GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1071,Stadtwerke Fröndenberg GmbH,,,,,,,,,,,,,,,,,True
1072,Stadtwerke Furth im Wald GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1073,Stadtwerke Gaggenau,,,,,,,,,,,,,,,,,True
1074,Stadtwerke Glauchau Dienstleistungsgesellschaft mbH,,,,,,,,,,,,,,,,,True
1075,Stadtwerke GmbH Bad Kreuznach,,,,,,,,,,,,,,,,,True
1076,Stadtwerke Gotha GmbH,,,,,,,,,,,,,,,,,True
1077,Stadtwerke Göttingen AG,,,,,,,,,,,,,,,,,True
1078,Stadtwerke Großalmerode GmbH & Co. KG - eine Marke der Städtische Werke AG Kassel,,,,,,,,,,,,,,,,,True
1079,Stadtwerke Güstrow GmbH,,,,,,,,,,,,,,,,,True
1080,Stadtwerke Haldensleben GmbH,,,,,,,,,,,,,,,,,True
1081,Stadtwerke Haltern am See GmbH,,,,,,,,,,,,,,,,,True
1082,Stadtwerke Hanau GmbH,,,,,,,,,,,,,,,,,True
1083,Stadtwerke Havelberg GmbH,,,,,,,,,,,,,,,,,True
1084,Stadtwerke Hechingen,,,,,,,,,,,,,,,,,True
1085,Stadtwerke Heilbad Heiligenstadt GmbH,,,,,,,,,,,,,,,,,True
1086,Stadtwerke Heiligenhafen,,,,,,,,,,,,,,,,,True
1087,Stadtwerke Hemau,,,,,,,,,,,,,,,,,True
1088,Stadtwerke Hemer GmbH,,,,,,,,,,,,,,,,,True
1089,Stadtwerke Herrenberg,,,,,,,,,,,,,,,,,True
1090,Stadtwerke Hettstedt GmbH,,,,,,,,,,,,,,,,,True
1091,Stadtwerke Hollfeld,,,,,,,,,,,,,,,,,True
1092,Stadtwerke Horb am Neckar,,,,,,,,,,,,,,,,,True
1093,Stadtwerke Ilmenau GmbH,,,,,,,,,,,,,,,,,True
1094,Stadtwerke Ingolstadt Energie GmbH,,,,,,,,,,,,,,,,,True
1095,Stadtwerke Kalkar GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1096,Stadtwerke Kempen GmbH,,,,,,,,,,,,,,,,,True
1097,Stadtwerke Kerpen - in Kooperation mit innogy SE,,,,,,,,,,,,,,,,,True
1098,Stadtwerke Kirn GmbH,,,,,,,,,,,,,,,,,True
1099,Stadtwerke Kulmbach,,,,,,,,,,,,,,,,,True
1100,Stadtwerke Lage GmbH,,,,,,,,,,,,,,,,,True
1101,Stadtwerke Landau a.d. Isar,,,,,,,,,,,,,,,,,True
1102,Stadtwerke Landsberg KU,,,,,,,,,,,,,,,,,True
1103,Stadtwerke Landshut,,,,,,,,,,,,,,,,,True
1104,Stadtwerke Lebach GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1105,Stadtwerke Lehrte GmbH,,,,,,,,,,,,,,,,,True
1106,Stadtwerke Leine - Solling GmbH,,,,,,,,,,,,,,,,,True
1107,Stadtwerke Leinefelde-Worbis GmbH,,,,,,,,,,,,,,,,,True
1108,Stadtwerke Leinfelden-Echterdingen,,,,,,,,,,,,,,,,,True
1109,Stadtwerke Leutershausen,,,,,,,,,,,,,,,,,True
1110,Stadtwerke Lichtenfels,,,,,,,,,,,,,,,,,True
1111,Stadtwerke Lingen GmbH,,,,,,,,,,,,,,,,,True
1112,Stadtwerke Loitz GmbH,,,,,,,,,,,,,,,,,True
1113,Stadtwerke Lübz GmbH,,,,,,,,,,,,,,,,,True
1114,Stadtwerke Ludwigslust-Grabow GmbH,,,,,,,,,,,,,,,,,True
1115,Stadtwerke Lünen GmbH,,,,,,,,,,,,,,,,,True
1116,Stadtwerke Lutherstadt Eisleben GmbH,,,,,,,,,,,,,,,,,True
1117,Stadtwerke Malchow,,,,,,,,,,,,,,,,,True
1118,Stadtwerke Merseburg GmbH,,,,,,,,,,,,,,,,,True
1119,Stadtwerke Merzig GmbH,,,,,,,,,,,,,,,,,True
1120,Stadtwerke Nettetal GmbH,,,,,,,,,,,,,,,,,True
1121,Stadtwerke Neuburg a. d. Donau,,,,,,,,,,,,,,,,,True
1122,Stadtwerke Neuenhaus GmbH,,,,,,,,,,,,,,,,,True
1123,Stadtwerke Neunburg vorm Wald Strom GmbH,,,,,,,,,,,,,,,,,True
1124,Stadtwerke Neustadt an der Donau,,,,,,,,,,,,,,,,,True
1125,Stadtwerke Niederrhein - eine Marke der Stadtwerke Goch GmbH,,,,,,,,,,,,,,,,,True
1126,Stadtwerke Niesky GmbH,,,,,,,,,,,,,,,,,True
1127,Stadtwerke Nordfriesland,,,,,,,,,,,,,,,,,True
1128,Stadtwerke Oberriexingen GmbH,,,,,,,,,,,,,,,,,True
1129,Stadtwerke Oberursel (Taunus) GmbH,,,,,,,,,,,,,,,,,True
1130,Stadtwerke Ochtrup,,,,,,,,,,,,,,,,,True
1131,Stadtwerke OELSNITZ/V. GmbH,,,,,,,,,,,,,,,,,True
1132,Stadtwerke Oerlinghausen GmbH,,,,,,,,,,,,,,,,,True
1133,Stadtwerke Olbernhau GmbH,,,,,,,,,,,,,,,,,True
1134,Stadtwerke Oldenburg in Holstein GmbH,,,,,,,,,,,,,,,,,True
1135,Stadtwerke Ostmünsterland GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1136,Stadtwerke Overath Energie GmbH,,,,,,,,,,,,,,,,,True
1137,Stadtwerke Paderborn GmbH,,,,,,,,,,,,,,,,,True
1138,Stadtwerke Pappenheim,,,,,,,,,,,,,,,,,True
1139,Stadtwerke Parchim GmbH,,,,,,,,,,,,,,,,,True
1140,Stadtwerke Pasewalk GmbH,,,,,,,,,,,,,,,,,True
1141,Stadtwerke Plattling,,,,,,,,,,,,,,,,,True
1142,Stadtwerke Porta Westfalica GmbH,,,,,,,,,,,,,,,,,True
1143,Stadtwerke Radevormwald GmbH,,,,,,,,,,,,,,,,,True
1144,Stadtwerke Rees GmbH,,,,,,,,,,,,,,,,,True
1145,Stadtwerke Rhede GmbH,,,,,,,,,,,,,,,,,True
1146,Stadtwerke Riesa GmbH,,,,,,,,,,,,,,,,,True
1147,Stadtwerke Rietberg-Langenberg GmbH,,,,,,,,,,,,,,,,,True
1148,Stadtwerke Röthenbach a. d. Pegnitz GmbH,,,,,,,,,,,,,,,,,True
1149,Stadtwerke Saarlouis GmbH,,,,,,,,,,,,,,,,,True
1150,Stadtwerke Sangerhausen GmbH,,,,,,,,,,,,,,,,,True
1151,Stadtwerke Schloß Holte-Stukenbrock,,,,,,,,,,,,,,,,,True
1152,Stadtwerke Schneeberg GmbH,,,,,,,,,,,,,,,,,True
1153,Stadtwerke Schönebeck GmbH,,,,,,,,,,,,,,,,,True
1154,Stadtwerke Schwarzenberg GmbH,,,,,,,,,,,,,,,,,True
1155,Stadtwerke Schweinfurt GmbH,,,,,,,,,,,,,,,,,True
1156,Stadtwerke Schwerte GmbH,,,,,,,,,,,,,,,,,True
1157,Stadtwerke Senftenberg GmbH,,,,,,,,,,,,,,,,,True
1158,Stadtwerke Sindelfingen GmbH,,,,,,,,,,,,,,,,,True
1159,Stadtwerke Stadtoldendorf GmbH,,,,,,,,,,,,,,,,,True
1160,Stadtwerke Stadtroda GmbH,,,,,,,,,,,,,,,,,True
1161,Stadtwerke Steinfurt GmbH,,,,,,,,,,,,,,,,,True
1162,Stadtwerke Sulzbach/Saar GmbH,,,,,,,,,,,,,,,,,True
1163,Stadtwerke Tirschenreuth,,,,,,,,,,,,,,,,,True
1164,Stadtwerke Uetersen GmbH,,,,,,,,,,,,,,,,,True
1165,Stadtwerke Velbert GmbH,,,,,,,,,,,,,,,,,True
1166,Stadtwerke Versmold GmbH,,,,,,,,,,,,,,,,,True
1167,Stadtwerke Vilshofen GmbH,,,,,,,,,,,,,,,,,True
1168,Stadtwerke Vlotho GmbH,,,,,,,,,,,,,,,,,True
1169,Stadtwerke Voerde GmbH,,,,,,,,,,,,,,,,,True
1170,Stadtwerke Völklingen Vertrieb GmbH,,,,,,,,,,,,,,,,,True
1171,Stadtwerke Wadern GmbH,,,,,,,,,,,,,,,,,True
1172,Stadtwerke Waldkirchen,,,,,,,,,,,,,,,,,True
1173,Stadtwerke Waldmünchen,,,,,,,,,,,,,,,,,True
1174,Stadtwerke Walldürn GmbH,,,,,,,,,,,,,,,,,True
1175,Stadtwerke Waltrop GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1176,Stadtwerke Waren GmbH,,,,,,,,,,,,,,,,,True
1177,Stadtwerke Weinstadt,,,,,,,,,,,,,,,,,True
1178,Stadtwerke Weißwasser GmbH,,,,,,,,,,,,,,,,,True
1179,Stadtwerke Werl GmbH,,,,,,,,,,,,,,,,,True
1180,Stadtwerke Windsbach,,,,,,,,,,,,,,,,,True
1181,Stadtwerke Wissen GmbH,,,,,,,,,,,,,,,,,True
1182,Stadtwerke Witten GmbH,,,,,,,,,,,,,,,,,True
1183,Stadtwerke Wittenberge GmbH,,,,,,,,,,,,,,,,,True
1184,Stadtwerke Wolmirstedt GmbH,,,,,,,,,,,,,,,,,True
1185,Stadtwerke Wunstorf GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1186,Stern Strom GmbH,,,,,,,,,,,,,,,,,True
1187,strasserauf - eine Marke der Energieversorgung Oberhausen AG,,,,,,,,,,,,,,,,,True
1188,STROGON GmbH,,,,,,,,,,,,,,,,,True
1189,Strom Germering GmbH,,,,,,,,,,,,,,,,,True
1190,Strom.Manufaktur - eine Marke der DREWAG - Stadtwerke Dresden GmbH,,,,,,,,,,,,,,,,,True
1191,Stromversorgung Angermünde GmbH,,,,,,,,,,,,,,,,,True
1192,Stromversorgung Markt Egloffstein,,,,,,,,,,,,,,,,,True
1193,Stromversorgung Unterwössen Döllerer & Greimel GmbH,,,,,,,,,,,,,,,,,True
1194,SÜC Energie und H2O GmbH,,,,,,,,,,,,,,,,,True
1195,SUEnergie GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1196,sunshine energie - eine Marke der SWR Energie . Service . Bau GmbH,,,,,,,,,,,,,,,,,True
1197,SWB Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH,,,,,,,,,,,,,,,,,True
1198,swb Vertrieb Bremen GmbH,,,,,,,,,,,,,,,,,True
1199,swb Vertrieb Bremerhaven GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1200,SWE Energie GmbH,,,,,,,,,,,,,,,,,True
1201,SWK Energie GmbH,,,,,,,,,,,,,,,,,True
1202,SWN Stadtwerke Neumünster GmbH,,,,,,,,,,,,,,,,,True
1203,SWN Stadtwerke Neustadt GmbH,,,,,,,,,,,,,,,,,True
1204,SWR Energie GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1205,SWU Energie GmbH,,,,,,,,,,,,,,,,,True
1206,SWV Regional GmbH,,,,,,,,,,,,,,,,,True
1207,Technische Werke der Gemeinde Losheim GmbH,,,,,,,,,,,,,,,,,True
1208,Technische Werke Naumburg GmbH,,,,,,,,,,,,,,,,,True
1209,TWS Technische Werke der Gemeinde Saarwellingen GmbH,,,,,,,,,,,,,,,,,True
1210,TWS Thüringer Wärme Service GmbH,,,,,,,,,,,,,,,,,True
1211,Überlandwerk Eppler GmbH,,,,,,,,,,,,,,,,,True
1212,ubitricity Gesellschaft für verteilte Energiesysteme mbH,,,,,,,,,,,,,,,,,True
1213,Ver- und Entsorgungsgesellschaft mbH Sersheim,,,,,,,,,,,,,,,,,True
1214,Versorgungsbetriebe Röttingen,,,,,,,,,,,,,,,,,True
1215,Vestische Energie GmbH,,,,,,,,,,,,,,,,,True
1216,ViShare - in Kooperation mit der Digital Energy Solutions GmbH & Co. KG,,,,,,,,,,,,,,,,,True
1217,voltera - eine Marke der Energy2day GmbH,,,,,,,,,,,,,,,,,True
1218,Warsteiner Verbundgesellschaft mbH,,,,,,,,,,,,,,,,,True
1219,"WEP Wärme-, Energie- und Prozesstechnik GmbH",,,,,,,,,,,,,,,,,True
1220,Westenthanner Energieversorgung GmbH,,,,,,,,,,,,,,,,,True
1221,Westfalen AG,,,,,,,,,,,,,,,,,True
1222,WestfalenWIND Strom GmbH,,,,,,,,,,,,,,,,,True
1223,WIND LINE,,,,,,,,,,,,,,,,,True
1224,WSE Energiedienstleistungen GmbH,,,,,,,,,,,,,,,,,True
1225,Wunderwerk AG,,,,,,,,,,,,,,,,,True
