"MaStR-Nr.";"Status";"Anzeige-Name";"Energieträger";"Standort";"Bruttoleistung in kW";"Nettonennleistung in kW";"Hauptbrennstoff/Lage";"Inbetriebnahmedatum";"Technologie";"Anlagenbetreiber";"Zur Einheit registriert";"Netzbetreiber";"Spannungsebene";"EEG Inbetriebnahmedatum";"Zuschlag (EEG-Ausschreibung)";"Thermische Nutzleistung in kW";"Nutzbare Speicherkapazität in kWh";"Genehmigungsbehörde";"Aktenzeichen der Genehmigung";"Genehmigungsdatum";"Meldedatum der Genehmigung";"Meldedatum";"Letzte Aktualisierung";"Zugeordnete Migrationseinheit";"Statistik";"NB-Prüfung"
"SEE970356147486";"In Betrieb";"PV-Anlage";"Solare Strahlungsenergie";"47059 Duisburg
Deutschland";"8,4";"8";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"08.07.2019";"";"natürliche Person (ABR975458141165)";"EEG957669380595";"Netze Duisburg GmbH (SNB916123648602)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"08.07.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE953725199538";"In Betrieb";"Dietmar Peger";"Speicher";"09387 Jahnsdorf
Deutschland";"9,3";"4,6";"";"10.07.2019";"";"natürliche Person (ABR966789481020)";"EEG977065394088
SSE941901950004";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"10.07.2019";"";"";"9,3";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE950426821829";"In Betrieb";"Rudi";"Solare Strahlungsenergie";"82194 Gröbenzell
Deutschland";"3,36";"3,36";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"05.11.2012";"";"natürliche Person (ABR940818307673)";"EEG984246255007";"KommEnergie GmbH (SNB986580518855)";"";"05.11.2012";"";"";"";"";"";"";"";"10.07.2019";"17.07.2019";"";"A";"Abgeschlossen"
"SEE915029640154";"In Betrieb";"Dach 4 Alter Stall";"Solare Strahlungsenergie";"93426 Roding
Deutschland";"11,39";"10,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"05.12.2007";"";"natürliche Person (ABR958225613140)";"EEG960193634805";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"05.12.2007";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE921262017653";"In Betrieb";"Photovoltaik";"Solare Strahlungsenergie";"77960 Seelbach
Deutschland";"6,93";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"22.07.2019";"";"natürliche Person (ABR928035634772)";"EEG919972503238";"Netze Mittelbaden GmbH & Co. KG (SNB913992545742)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"22.07.2019";"";"";"";"";"";"";"";"22.07.2019";"22.07.2019";"";"B";"Ungeprüft"
"SEE965792352013";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"31319 Sehnde
Deutschland";"4,6";"3";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.08.2017";"";"natürliche Person (ABR909037429139)";"EEG937394422289";"Avacon Netz GmbH (SNB990362338043)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.08.2017";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE952878018796";"In Betrieb";"Birkeshöhstr. 37";"Solare Strahlungsenergie";"58540 Meinerzhagen
Deutschland";"18";"18";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11.07.2005";"";"Meinerzhagener Baugesellschaft mbH";"EEG969008864567";"ENERVIE Vernetzt GmbH (SNB921319639913)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"11.07.2005";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE925376818793";"In Betrieb";"6052_LIDL_Plauen";"Solare Strahlungsenergie";"08527 Plauen
Hofer Straße 21
Deutschland";"99,18";"99,18";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"26.06.2019";"";"Lidl Vertriebs- GmbH & CO. KG (Gera)";"EEG902501791831";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"26.06.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE930705082400";"In Betrieb";"PV Engel - Kirchberg 6 - OTH";"Solare Strahlungsenergie";"87647 Unterthingau
Deutschland";"19,5";"19,5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"04.08.2016";"";"natürliche Person (ABR921131842751)";"EEG908884557552";"LEW Verteilnetz GmbH (SNB911705062982)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"04.08.2016";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE973712267484";"In Betrieb";"Öko Solar 67366";"Solare Strahlungsenergie";"67366 Weingarten
Deutschland";"7,54";"7,175";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"29.05.2018";"";"PFALZWERKE AKTIENGESELLSCHAFT";"EEG947234566363";"Pfalzwerke Netz AG (SNB961471621746)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"29.05.2018";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE951461091024";"In Betrieb";"PV-Anlage NZS21/1";"Solare Strahlungsenergie";"74834 Elztal
Deutschland";"9,9";"9,9";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.03.2017";"";"H&V Rotfuß GbR";"EEG904101386516";"Stadtwerke Mosbach GmbH (SNB984863778941)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.03.2017";"";"";"";"";"";"";"";"10.07.2019";"17.07.2019";"";"A";"Ungeprüft"
"SEE970111187788";"In Betrieb";"Anlage Stall";"Solare Strahlungsenergie";"58730 Fröndenberg
Frömerner Straße 10
Deutschland";"95";"50";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"27.10.2017";"";"natürliche Person (ABR932834299599)";"EEG971154843990";"Stadtwerke Fröndenberg GmbH (SNB912063565672)";"";"27.10.2017";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Abgeschlossen"
"SEE960783780844";"In Betrieb";"Rathaus, Marktplatz 1, Marktl";"Solare Strahlungsenergie";"84533 Marktl
Deutschland";"30,1";"24,6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"14.11.2007";"";"BOSL GmbH";"EEG987944256390";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"14.11.2007";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE935827768607";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"70499 Stuttgart
Deutschland";"2,73";"2,5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"21.07.2015";"";"natürliche Person (ABR936567649287)";"EEG930408718590";"Stuttgart Netze Betrieb GmbH (SNB989982093197)";"";"21.07.2015";"";"";"";"";"";"";"";"10.07.2019";"29.07.2019";"";"A";"Abgeschlossen"
"SEE911654905958";"In Betrieb";"Stalldach";"Solare Strahlungsenergie";"87509 Immenstadt
Deutschland";"29,4";"29,4";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"05.11.2007";"";"natürliche Person (ABR906010081827)";"EEG911705794234";"AllgäuNetz GmbH & Co. KG (SNB926394308747)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"05.11.2007";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE911168856746";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"77787 Nordrach
Deutschland";"16,74";"15";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"18.03.2009";"";"natürliche Person (ABR983645442292)";"EEG970897138615";"Netze Mittelbaden GmbH & Co. KG (SNB913992545742)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"18.03.2009";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE969647997800";"In Betrieb";"Sonnenbatterie";"Speicher";"47059 Duisburg
Deutschland";"3,3";"3,3";"";"08.07.2019";"";"natürliche Person (ABR975458141165)";"EEG943413883726
SSE958158346818";"Netze Duisburg GmbH (SNB916123648602)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"08.07.2019";"";"";"6,75";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE928581887554";"In Betrieb";"NIBE LG";"Speicher";"47661 Issum
Deutschland";"7,7";"4";"";"26.07.2018";"";"natürliche Person (ABR928275188141)";"EEG919643568245
SSE973418033642";"Westnetz GmbH (SNB921897286493)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"26.07.2018";"";"";"9,3";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE914494604722";"In Betrieb";"FeKoSe";"Solare Strahlungsenergie";"89250 Senden
Deutschland";"8,1";"7";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"21.06.2019";"";"natürliche Person (ABR932431310925)";"EEG993824245088";"Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"21.06.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE977767816734";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"82178 Puchheim
Deutschland";"4,81";"4";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"03.06.2009";"";"natürliche Person (ABR928255096343)";"EEG991605451376";"KommEnergie GmbH (SNB986580518855)";"";"03.06.2009";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Abgeschlossen"
"SEE987293860309";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"54597 Fleringen
Deutschland";"5,4";"5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.08.2018";"";"natürliche Person (ABR931611348208)";"EEG978810019331";"Westnetz GmbH (SNB921897286493)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.08.2018";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE964399151227";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"59469 Ense
Deutschland";"6,3";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"26.06.2017";"";"natürliche Person (ABR903990169798)";"EEG977668611940";"Westnetz GmbH (SNB921897286493)";"";"26.06.2017";"";"";"";"";"";"";"";"16.07.2019";"16.07.2019";"";"A";"Abgeschlossen"
"SEE935000105151";"In Betrieb";"Sunway PV";"Solare Strahlungsenergie";"54526 Landscheid
Deutschland";"10,66";"10,66";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"09.07.2008";"";"natürliche Person (ABR960967027963)";"EEG991631072859";"Westnetz GmbH (SNB921897286493)";"";"09.07.2008";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Abgeschlossen"
"SEE945625408032";"In Betrieb";"Dach 5 neuer Stall";"Solare Strahlungsenergie";"93426 Roding
Deutschland";"2,38";"2,1";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"05.12.2007";"";"natürliche Person (ABR958225613140)";"EEG923944616130";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"05.12.2007";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE956023542631";"In Betrieb";"PVHausdach";"Solare Strahlungsenergie";"93309 Kelheim
Deutschland";"7,285";"5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"25.11.2011";"";"natürliche Person (ABR997213713363)";"EEG973409387761";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"25.11.2011";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE931784440723";"In Betrieb";"Solarpark Creuzburg";"Solare Strahlungsenergie";"99831 Creuzburg
Bahnhofstraße 84
Deutschland";"212";"204";"Freifläche";"22.10.2015";"";"Pikatron GmbH";"EEG919685986298
SGE923799831061";"TEN Thüringer Energienetze GmbH & Co. KG (SNB970821959712)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"22.10.2015";"";"";"";"Lanratsamt WAK";"1367-15-07";"20.07.2015";"10.07.2019";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE991606215243";"In Betrieb";"ADach";"Solare Strahlungsenergie";"63322 Rödermark
Deutschland";"2,1";"2,1";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"26.09.2001";"";"natürliche Person (ABR953034727675)";"EEG994398955380";"e-netz Südhessen GmbH & Co. KG (SNB956958990736)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"26.09.2001";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE953544742700";"In Betrieb";"ABR945416434325";"Solare Strahlungsenergie";"49424 Goldenstedt
Amerbuscher Straße 26
Deutschland";"63";"63";"Bauliche Anlagen (Sonstige)";"01.08.2008";"";"natürliche Person (ABR945416434325)";"EEG923255675673";"EWE NETZ GmbH (SNB951051725711)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"01.08.2008";"";"";"";"";"";"";"";"16.07.2019";"16.07.2019";"";"A";"Ungeprüft"
"SEE953062598858";"In Betrieb";"PV-Anlage Haus";"Solare Strahlungsenergie";"55578 Wolfsheim
Deutschland";"9,3";"9,3";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10.07.2019";"";"natürliche Person (ABR952363733432)";"EEG997170765917";"EWR Netz GmbH (Worms) (SNB969068596941)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"10.07.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE937997670230";"In Betrieb";"Energie Wolperdinger 1";"Solare Strahlungsenergie";"85625 Baiern
Deutschland";"29,96";"25";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"18.01.2019";"";"natürliche Person (ABR958039078791)";"EEG947456367137";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"18.01.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE953698628189";"In Betrieb";"Dränkerkampstr. 17";"Solare Strahlungsenergie";"58540 Meinerzhagen
Deutschland";"6";"5,7";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"17.08.2016";"";"Meinerzhagener Baugesellschaft mbH";"EEG994137751006";"ENERVIE Vernetzt GmbH (SNB921319639913)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"17.08.2016";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE990673947804";"In Betrieb";"PV Anlage Gschwendt";"Solare Strahlungsenergie";"94547 Iggensbach
Deutschland";"12,6";"10,55";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"03.05.2010";"";"natürliche Person (ABR935306602705)";"EEG902205635301";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"03.05.2010";"";"";"";"";"";"";"";"15.07.2019";"15.07.2019";"";"A";"Ungeprüft"
"SEE981104276648";"In Betrieb";"PV Anlage 4,46KW v. 22.12.2011";"Solare Strahlungsenergie";"48691 Vreden
Deutschland";"4,46";"4,46";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"22.12.2011";"";"natürliche Person (ABR944723195387)";"EEG988042441640";"SVS-Versorgungsbetriebe GmbH (SNB946885311919)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"22.12.2011";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE965962344367";"In Betrieb";"Donsbrüggen";"Solare Strahlungsenergie";"47533 Kleve
Deutschland";"9,9";"8,5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.06.2019";"";"natürliche Person (ABR963389535986)";"EEG953147685404";"Stadtwerke Kleve GmbH (SNB935814055062)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.06.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE962847767143";"In Betrieb";"PV-Anlage Stock Reiskirchen";"Solare Strahlungsenergie";"35447 Reiskirchen
Deutschland";"8,505";"7";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"08.07.2019";"";"natürliche Person (ABR934513763964)";"EEG931956029824";"Mittelhessen Netz GmbH (SNB906862380628)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"08.07.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE967677854186";"In Betrieb";"Loma Solar";"Solare Strahlungsenergie";"92224 Amberg
Deutschland";"4,725";"4,6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"24.06.2013";"";"natürliche Person (ABR990897653543)";"EEG927143639099";"Stadtwerke Amberg Versorgungs GmbH (SNB978191145308)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"24.06.2013";"";"";"";"";"";"";"";"14.07.2019";"14.07.2019";"";"A";"Ungeprüft"
"SEE907312381028";"In Betrieb";"Dränkerkampstr. 19";"Solare Strahlungsenergie";"58540 Meinerzhagen
Deutschland";"6";"5,7";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"17.08.2016";"";"Meinerzhagener Baugesellschaft mbH";"EEG992213705387";"ENERVIE Vernetzt GmbH (SNB921319639913)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"17.08.2016";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE909090787405";"In Betrieb";"GPH-03-2019";"Solare Strahlungsenergie";"09232 Hartmannsdorf
Bahnhofstraße 36 b
Deutschland";"298,53";"298,53";"Bauliche Anlagen (Sonstige)";"29.05.2019";"";"SG Solargemeinschaft";"EEG949017021175";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"Umspannebene Mittelspannung/Niederspannung";"29.05.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE906557336428";"In Betrieb";"PV-Eichenau";"Solare Strahlungsenergie";"82223 Eichenau
Deutschland";"12,6";"10,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"05.08.2004";"";"natürliche Person (ABR923628097897)";"EEG932016226795";"KommEnergie GmbH (SNB986580518855)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"05.08.2004";"";"";"";"";"";"";"";"10.07.2019";"12.07.2019";"";"A";"Ungeprüft"
"SEE967006699433";"In Betrieb";"SOL-ANL 1";"Solare Strahlungsenergie";"97892 Kreuzwertheim
Deutschland";"6,6";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"01.03.2003";"";"natürliche Person (ABR982422717080)";"EEG928129298606";"Stadtwerke Wertheim GmbH (SNB922051401837)";"";"01.03.2003";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Abgeschlossen"
"SEE940365141614";"In Betrieb";"Dachanlage";"Solare Strahlungsenergie";"88451 Dettingen
Deutschland";"9,9";"9,9";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"18.08.2018";"";"natürliche Person (ABR928539475048)";"EEG976772561165";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"18.08.2018";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE937111543174";"In Betrieb";"Solarpark Amberg";"Solare Strahlungsenergie";"92224 Amberg
Schweighof 1
Deutschland";"3.930,72";"3.376";"Freifläche";"13.03.2014";"";"Green Invest 3000 ApS & Co. EnnaX Siebte KG";"EEG976028977283";"Stadtwerke Amberg Versorgungs GmbH (SNB978191145308)";"Mittelspannung";"13.03.2014";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE905525504777";"In Betrieb";"PV-Anlage Haus";"Speicher";"55578 Wolfsheim
Deutschland";"3,3";"3,3";"";"10.07.2019";"";"natürliche Person (ABR952363733432)";"EEG931850540197
SSE920731493967";"EWR Netz GmbH (Worms) (SNB969068596941)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"10.07.2019";"";"";"10";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE923453586429";"In Betrieb";"Ernst";"Solare Strahlungsenergie";"09496 Marienberg
Deutschland";"5";"5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"01.09.2018";"";"natürliche Person (ABR929984954218)";"EEG965911122459";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"01.09.2018";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE959194857474";"In Betrieb";"Theodor Seidler";"Speicher";"09471 Königswalde
Deutschland";"9,3";"4,6";"";"05.07.2019";"";"natürliche Person (ABR958227720976)";"EEG945186730030
SSE928390863190";"Stadtwerke Annaberg-Buchholz Energie AG (SNB936769439815)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"05.07.2019";"";"";"9,3";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE937777649586";"In Betrieb";"Dränkerkampstr. 7";"Solare Strahlungsenergie";"58540 Meinerzhagen
Deutschland";"5,7";"5,7";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"15.04.2016";"";"Meinerzhagener Baugesellschaft mbH";"EEG982970169355";"ENERVIE Vernetzt GmbH (SNB921319639913)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"15.04.2016";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE913017418600";"In Betrieb";"930234REE175327";"Solare Strahlungsenergie";"23970 Wismar
Deutschland";"19,539";"18";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"20.12.2004";"";"natürliche Person (ABR912182232929)";"EEG952764351013";"Strom- und Gasnetz Wismar GmbH (SNB964045995373)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"20.12.2004";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE966068402715";"In Betrieb";"Dach Freimann";"Solare Strahlungsenergie";"80939 München
Deutschland";"6,48";"6,48";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"10.06.2018";"";"natürliche Person (ABR997626992959)";"EEG956998381921";"SWM Infrastruktur GmbH & Co. KG (SNB969473762610)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"10.06.2018";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"A";"Ungeprüft"
"SEE949556454953";"In Betrieb";"PVA Kiessee I";"Solare Strahlungsenergie";"99087 Erfurt
Stotternheimer Straße Flur 62 Flurstück 11/13";"601,45";"601,45";"Freifläche";"30.08.2011";"";"SWE Erneuerbare Energien GmbH";"EEG925965216047";"SWE Netz GmbH (Erfurt) (SNB950262883869)";"Mittelspannung";"30.08.2011";"";"";"";"";"";"";"";"10.07.2019";"11.07.2019";"";"A";"Ungeprüft"
"SEE914472320170";"In Betrieb";"STSPbeiLoKa";"Speicher";"08060 Zwickau
Deutschland";"3,12";"3,12";"";"19.09.2014";"";"natürliche Person (ABR996574732723)";"EEG996992117669
SSE975830064266";"Zwickauer Energieversorgung GmbH (SNB925823629552)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"19.09.2014";"";"";"4";"";"";"";"";"10.07.2019";"06.08.2019";"";"A";"Ungeprüft"
